can,ky_thi,mon,cau,so_y,link,dap_an_1,dap_an_2,tieu_de,sao,chu_de,id
đáp án,H18,機械,問8,1,https://denken-ou.com/kikaih18-8/,1,,周波数が変化したときの誘導電動機の特性の変化に関する空欄穴埋問題,3,誘導機,kikai:kikaih18-8
đáp án,H18,機械,問7,1,https://denken-ou.com/kikaih18-7/,4,,雷サージや開閉サージに対する対策に関する空欄穴埋問題,3,電気機器,kikai:kikaih18-7
đáp án,H18,機械,問6,1,https://denken-ou.com/kikaih18-6/,5,,負荷接続時の一次電流と定格一次電流の比に関する計算問題,3,変圧器,kikai:kikaih18-6
đáp án,H18,機械,問5,1,https://denken-ou.com/kikaih18-5/,2,,誘導電動機の速度制御法に関する空欄穴埋問題,2,誘導機,kikai:kikaih18-5
đáp án,H18,機械,問4,1,https://denken-ou.com/kikaih18-4/,1,,同期電動機の位相特性曲線に関する論説問題,1,同期機,kikai:kikaih18-4
đáp án,H18,機械,問3,1,https://denken-ou.com/kikaih18-3/,4,,三相同期発電機の短絡比に関する計算問題,2,同期機,kikai:kikaih18-3
đáp án,H18,機械,問2,1,https://denken-ou.com/kikaih18-2/,5,,かご形誘導電動機の始動方法に関する空欄穴埋問題,2,誘導機,kikai:kikaih18-2
đáp án,H18,機械,問1,1,https://denken-ou.com/kikaih18-1/,4,,直流機の磁極を通過する磁束の磁束密度に関する計算問題,3,直流機,kikai:kikaih18-1
đáp án,H18,電力,問17,2,https://denken-ou.com/denryokuh18-17/,2,4,百分率インピーダンスと過電流遮断器の整定に関する計算問題,4,配電（計算）,denryoku:denryokuh18-17
đáp án,H18,電力,問16,2,https://denken-ou.com/denryokuh18-16/,4,2,配電線の電圧降下と負荷電力の関係に関する計算問題,2,配電（計算）,denryoku:denryokuh18-16
đáp án,H18,電力,問15,2,https://denken-ou.com/denryokuh18-15/,4,3,汽力発電所の復水器での損失とタービン室効率に関する計算問題,3,火力,denryoku:denryokuh18-15
đáp án,H18,電力,問14,1,https://denken-ou.com/denryokuh18-14/,2,,架空送電線のたるみの導出に関する計算問題,1,送電,denryoku:denryokuh18-14
đáp án,H18,電力,問13,1,https://denken-ou.com/denryokuh18-13/,3,,原子力発電のエナルギーが揚水発電所で揚水できる水量に関する計算問題,4,原子力,denryoku:denryokuh18-13
đáp án,H18,電力,問12,1,https://denken-ou.com/denryokuh18-12/,4,,水管内を流れる流水の流速と圧力に関する計算問題,4,電力水力,denryoku:denryokuh18-12
đáp án,H18,電力,問11,1,https://denken-ou.com/denryokuh18-11/,5,,電線の導体に使用される金属に関する論説問題,2,電気材料,denryoku:denryokuh18-11
đáp án,H18,電力,問10,1,https://denken-ou.com/denryokuh18-10/,5,,スポットナットワーク受電設備に関する空欄穴埋問題,2,配電（知識）,denryoku:denryokuh18-10
đáp án,H18,電力,問9,1,https://denken-ou.com/denryokuh18-9/,3,,配電用機材とそれに関係の深い語句の組合せに関する選択問題,1,配電（知識）,denryoku:denryokuh18-9
đáp án,H18,電力,問8,1,https://denken-ou.com/denryokuh18-8/,2,,地中ケーブルの付設方法の違いと特徴に関する論説問題,2,送電（地中送電知識）,denryoku:denryokuh18-8
đáp án,H18,電力,問7,1,https://denken-ou.com/denryokuh18-7/,1,,がいしの性能を表す要素に関する論説問題,3,送電,denryoku:denryokuh18-7
đáp án,H18,電力,問6,1,https://denken-ou.com/denryokuh18-6/,1,,架空送電線路に発生する誘導障害に関する空欄穴埋問題,1,送電,denryoku:denryokuh18-6
đáp án,H18,電力,問5,1,https://denken-ou.com/denryokuh18-5/,1,,変電所等に設置する調相設備に関する空欄穴埋問題,2,変電,denryoku:denryokuh18-5
đáp án,H18,電力,問4,1,https://denken-ou.com/denryokuh18-4/,4,,変電所に設置される機器に関する論説問題,2,変電,denryoku:denryokuh18-4
đáp án,H18,電力,問3,1,https://denken-ou.com/denryokuh18-3/,3,,各新エネレギー発電の特徴に関する論説問題,2,新エネルギー発電,denryoku:denryokuh18-3
đáp án,H18,電力,問2,1,https://denken-ou.com/denryokuh18-2/,2,,コンバインドサイクル発電における燃焼用空気の流れに関する論説問題,2,火力,denryoku:denryokuh18-2
đáp án,H18,電力,問1,1,https://denken-ou.com/denryokuh18-1/,5,,汽力発電所で使用される復水器に関する空欄穴埋問題,2,火力,denryoku:denryokuh18-1
đáp án,H18,理論,問18,2,https://denken-ou.com/rironh18-18/,1,3,負帰還増幅回路の等価回路と電圧増幅度に関する計算問題,4,電子理論（電子回路）,riron:rironh18-18
đáp án,H18,理論,問17,2,https://denken-ou.com/rironh18-17/,3,3,多数の金属板を並べたコンデンサに関する計算問題,3,電磁気（静電界）,riron:rironh18-17
đáp án,H18,理論,問16,2,https://denken-ou.com/rironh18-16/,3,4,ブリッジ回路による未知抵抗の特定に関する計算問題,2,電気及び電子計測,riron:rironh18-16
đáp án,H18,理論,問15,2,https://denken-ou.com/rironh18-15/,3,4,Y接続及びΔ接続された三相平衡回路に関する計算問題,3,電気回路（三相交流）,riron:rironh18-15
đáp án,H18,理論,問14,1,https://denken-ou.com/rironh18-14/,1,,電力計の測定原理と端子接続方法に関する空欄穴埋問題,2,電気及び電子計測,riron:rironh18-14
đáp án,H18,理論,問13,1,https://denken-ou.com/rironh18-13/,1,,帰還回路を含む増幅回路の発振条件に関する空欄穴埋問題,3,電子理論（電子回路）,riron:rironh18-13
đáp án,H18,理論,問12,1,https://denken-ou.com/rironh18-12/,2,,電極から放出される電子の運動に関する空欄穴埋問題,2,電子理論（電子の運動）,riron:rironh18-12
đáp án,H18,理論,問11,1,https://denken-ou.com/rironh18-11/,2,,不純物半導体の特徴と不純物の知識に関する空欄穴埋問題,2,電子理論（半導体）,riron:rironh18-11
đáp án,H18,理論,問10,1,https://denken-ou.com/rironh18-10/,4,,RC回路のスイッチを切り換えた後の時定数に関する計算問題,1,電気回路（過渡現象）,riron:rironh18-10
đáp án,H18,理論,問9,1,https://denken-ou.com/rironh18-9/,5,,抵抗とインダクタンスを直列した回路の位相に関する計算問題,2,電気回路（単相交流）,riron:rironh18-9
đáp án,H18,理論,問8,1,https://denken-ou.com/rironh18-8/,5,,位相と波高値が異なる電源の合成電圧に関する計算問題,4,電気回路（単相交流）,riron:rironh18-8
đáp án,H18,理論,問7,1,https://denken-ou.com/rironh18-7/,4,,電圧と電流が同相になるときの角周波数に関する計算問題,2,電気回路（単相交流）,riron:rironh18-7
đáp án,H18,理論,問6,1,https://denken-ou.com/rironh18-6/,5,,既知の抵抗と電流値からの未知の抵抗の抵抗値の導出に関する計算問題,3,電気回路（直流回路）,riron:rironh18-6
đáp án,H18,理論,問5,1,https://denken-ou.com/rironh18-5/,4,,内部抵抗を含む電池の起電力の導出に関する計算問題,1,電気回路（直流回路）,riron:rironh18-5
đáp án,H18,理論,問4,1,https://denken-ou.com/rironh18-4/,3,,コイルの自己インダクタンスの導出に関する計算問題,1,電磁気（磁気、電磁力）,riron:rironh18-4
đáp án,H18,理論,問3,1,https://denken-ou.com/rironh18-3/,2,,強磁性体の磁化現象に関する空欄穴埋問題,2,電磁気（磁気、電磁力）,riron:rironh18-3
đáp án,H18,理論,問2,1,https://denken-ou.com/rironh18-2/,3,,誘電体を挿入した平行平板コンデンサ内の等電位線の分布に関する計算問題,2,電磁気（静電界）,riron:rironh18-2
đáp án,H18,理論,問1,1,https://denken-ou.com/rironh18-1/,1,,非常に大きな導体球の静電容量に関する計算問題,3,電磁気（静電界）,riron:rironh18-1
